#Steps	Time [ms]	X [m/s²]	Y [m/s²]	Z [m/s²]
1918	9405	-0.007913	-0.207027	-0.0081
1919	9409	-0.148503	-0.012929	-0.05573
1920	9414	-0.038121	0.032423	-0.041152
1921	9419	-0.011712	0.04418	-0.088617
1922	9424	-0.040256	0.127384	-0.140615
1923	9429	0.014766	-0.185496	0.055538
1924	9434	0.019459	-0.084463	0.281699
1925	9439	0.021746	-0.093577	-0.136826
1926	9444	-0.166663	0.02845	-0.26724
1927	9449	-0.053807	0.092664	-0.072842
1928	9454	0.058488	-0.01029	0.215932
1929	9458	0.02006	0.044583	0.06946
1930	9463	0.050947	-0.072433	-0.131104
1931	9468	0.019707	-0.048237	0.034013
1932	9473	-0.061432	-0.012244	0.193542
1933	9478	0.000846	-0.002648	-0.024324
1934	9483	0.048513	-0.036005	-0.079025
1935	9488	0.107861	-0.000073	0.035779
1936	9493	-0.064292	0.073818	0.092805
1937	9498	0.019452	0.159259	-0.005383
1938	9503	0.040808	0.065508	-0.010122
1939	9508	0.002468	0.038963	0.13294
1940	9512	-0.126257	-0.05419	-0.132296
1941	9517	-0.097026	0.065258	-0.157857
1942	9522	0.203785	-0.054245	0.124188
1943	9527	0.145566	-0.087345	0.164092
1944	9532	0.080486	-0.077376	-0.148971
1945	9537	-0.01049	-0.16995	-0.029052
1946	9542	-0.012822	0.050183	0.152243
1947	9547	-0.160539	0.140509	-0.048734
1948	9552	-0.209795	0.084988	-0.148601
1949	9557	-0.034751	-0.048914	-0.121642
1950	9561	0.110819	-0.070123	0.043428
1951	9566	-0.035129	-0.050706	-0.121253
1952	9571	-0.049256	-0.057604	-0.003856
1953	9576	-0.00134	0.028491	0.101041
1954	9581	0.001051	-0.045542	-0.037709
1955	9586	0.001045	-0.112055	-0.082809
1956	9591	-0.141974	0.055352	-0.018042
1957	9596	0.063719	-0.042649	0.239472
1958	9601	-0.046242	-0.073424	-0.011992
1959	9606	0.018344	0.072339	-0.209768
1960	9611	0.094527	-0.104404	0.136892
1961	9615	0.082139	0.132087	0.100458
1962	9620	0.04121	-0.040186	-0.028754
1963	9625	0.007635	-0.035219	0.016677
1964	9630	-0.011471	0.253367	0.152456
1965	9635	0.124449	-0.022003	-0.022302
1966	9640	0.004651	0.082983	-0.141368
1967	9645	0.037998	-0.027073	0.066705
1968	9650	0.042576	0.092239	0.17125
1969	9655	-0.129252	0.041726	-0.013136
1970	9660	-0.147677	0.089189	-0.308632
1971	9664	-0.039683	0.002937	0.040904
1972	9669	0.136898	-0.175844	0.209934
1973	9674	0.019423	0.006181	-0.09859
1974	9679	0.047929	-0.024836	-0.136236
1975	9684	0.021471	0.094466	0.250579
1976	9689	0.057118	0.027256	0.056264
1977	9694	-0.050427	-0.015784	-0.158537
1978	9699	0.00703	0.029583	-0.100543
1979	9704	0.157159	-0.051606	0.119245
1980	9709	0.080103	-0.082335	0.090049
1981	9713	-0.034706	-0.055706	-0.041495
1982	9718	-0.041684	-0.134087	0.020684
1983	9723	-0.041477	-0.059529	0.077786
1984	9728	-0.224805	0.024191	-0.118052
1985	9733	-0.149796	-0.009299	-0.193738
1986	9738	0.008265	0.064638	0.174294
1987	9743	0.210826	-0.078697	0.049482
1988	9748	0.038161	0.102845	-0.1486
1989	9753	0.033204	-0.009694	-0.016765
1990	9758	0.028272	-0.093071	0.154936
1991	9763	-0.176855	0.143365	-0.129478
1992	9767	-0.080633	-0.036115	-0.126451
1993	9772	0.022261	0.035571	-0.118671
1994	9777	0.079356	-0.04088	0.113124
1995	9782	0.021756	0.173844	0.012452
1996	9787	0.000195	0.044267	-0.037665
1997	9792	-0.023641	0.00591	0.134138
1998	9797	-0.061661	0.082154	0.002376
1999	9802	-0.111409	-0.035049	-0.257443
2000	9807	-0.046498	-0.05156	0.008412
2001	9812	0.268363	-0.1967	0.177604
2002	9816	0.011987	-0.016955	-0.085472
2003	9821	0.057215	0.061787	-0.049292
2004	9826	-0.033645	-0.074383	0.175008
2005	9831	-0.097834	0.157192	0.047807
2006	9836	-0.035374	0.006246	-0.095445
2007	9841	0.05061	-0.079593	-0.087818
2008	9846	0.129016	0.063816	0.14144
2009	9851	-0.007489	-0.120035	0.126434
2010	9856	-0.164767	0.054562	-0.269866
2011	9861	-0.109125	-0.010066	-0.082605
2012	9865	0.058267	-0.105358	0.261039
2013	9870	-0.130324	0.066782	-0.045357
2014	9875	-0.03195	-0.088481	-0.157158
2015	9880	0.130291	-0.009384	0.093898
2016	9885	0.143944	0.057403	0.08628
2017	9890	0.140845	-0.012006	-0.035711
2018	9895	0.0305	0.011889	0.031206
2019	9900	-0.014939	0.092871	0.090639
2020	9905	-0.117358	0.047121	0.052051
2021	9910	-0.052418	0.080257	-0.081688
2022	9915	0.148062	0.008351	-0.119418
2023	9919	0.266503	-0.036978	0.250628
2024	9924	-0.080439	0.070466	0.146888
2025	9929	-0.225436	0.048663	-0.104116
2026	9934	0.03311	-0.015935	-0.074996
2027	9939	-0.009959	-0.02539	0.027868
2028	9944	-0.074265	0.008106	-0.096215
2029	9949	0.169227	-0.101578	0.023441
2030	9954	-0.065204	0.072927	0.18064
2031	9959	-0.07203	-0.087134	-0.089601
2032	9964	-0.081206	-0.022344	-0.232168
2033	9968	-0.087952	0.006369	-0.20241
2034	9973	-0.001707	-0.191498	0.270542
2035	9978	0.014987	-0.135723	0.014153
2036	9983	-0.016074	0.010349	-0.283861
2037	9988	0.057896	-0.168469	0.146591
2038	9993	-0.009131	-0.143795	0.155396
2039	9998	-0.142565	-0.042971	-0.252966
2040	10003	-0.070349	0.088339	-0.06579
2041	10008	0.104001	0.035461	0.330209
2042	10013	0.084415	-0.040989	-0.009899
2043	10018	-0.085238	-0.007415	-0.078974
2044	10022	0.015296	0.025991	-0.092882
2045	10027	0.079576	-0.048028	0.207909
2046	10032	-0.018546	0.107142	0.068627
2047	10037	-0.151933	0.032719	-0.181988
2048	10042	0.058576	-0.0318	0.085876
2049	10047	0.129791	-0.031642	0.063996
2050	10052	-0.047238	0.013803	-0.2295
2051	10057	0.115079	-0.014868	-0.07581
2052	10062	-0.123849	0.001891	0.28925
2053	10067	-0.130384	0.149662	-0.157914
2054	10071	-0.120201	0.03689	-0.142827
2055	10076	0.054397	-0.084855	-0.068225
2056	10081	0.194756	-0.058214	0.041758
2057	10086	0.103212	0.008815	0.139276
2058	10091	0.15037	-0.003146	0.052774
2059	10096	-0.031529	-0.010281	0.078731
2060	10101	-0.048057	0.044592	0.006832
2061	10106	-0.023982	0.001466	-0.088544
2062	10111	0.019041	0.027678	-0.035666
2063	10116	-0.040643	-0.04635	0.23147
2064	10120	0.131176	-0.01275	-0.089078
2065	10125	0.008962	0.023067	-0.086252
2066	10130	-0.053055	0.006267	0.047656
2067	10135	0.023482	0.053907	0.15468
2068	10140	-0.050525	-0.008333	0.041883
2069	10145	0.15948	-0.134621	-0.082272
2070	10150	0.006139	0.035282	-0.048492
2071	10155	0.087149	0.008887	0.080461
2072	10160	-0.161175	0.094651	-0.058187
2073	10165	-0.19851	-0.096505	-0.212828
2074	10170	-0.033057	0.056523	-0.009166
2075	10174	0.010012	0.027639	0.064769
2076	10179	-0.068695	-0.096443	-0.109553
2077	10184	-0.09934	-0.06021	0.036389
2078	10189	0.091839	0.116473	0.076728
2079	10194	0.041328	0.022935	-0.01423
2080	10199	-0.004166	-0.005782	-0.071365
2081	10204	-0.037515	-0.098712	0.057702
2082	10209	-0.02541	0.01619	0.152758
2083	10214	0.217839	-0.107836	-0.022001
2084	10219	0.05944	-0.062012	-0.122001
2085	10223	0.078213	0.221941	0.093126
2086	10228	-0.010368	0.008699	0.188005
2087	10233	-0.062754	0.01104	-0.091807
2088	10238	-0.00047	-0.041454	-0.069897
2089	10243	0.032903	-0.093686	0.068697
2090	10248	0.063725	-0.10037	0.037369
2091	10253	-0.120126	0.026458	0.037183
2092	10258	-0.114761	0.159806	-0.01544
2093	10263	-0.004547	-0.019757	-0.063035
2094	10268	0.083668	-0.064946	0.099361
2095	10272	-0.021625	0.016418	-0.137106
2096	10277	0.021387	0.116446	-0.200779
2097	10282	0.116623	0.108716	0.269781
2098	10287	-0.024588	-0.001469	0.030083
2099	10292	-0.18178	0.003306	-0.229876
2100	10297	-0.023561	0.019974	0.107349
2101	10302	-0.056814	-0.094536	0.080596
2102	10307	-0.061298	0.17051	-0.162929
2103	10312	0.067719	-0.113982	-0.004803
2104	10317	0.193711	0.036749	-0.009545
2105	10322	0.22135	-0.06116	0.1502
2106	10326	-0.030025	0.017802	0.156603
2107	10331	-0.091848	0.043932	-0.103984
2108	10336	0.018252	-0.044478	0.094369
2109	10341	-0.03666	0.041552	-0.05865
2110	10346	-0.248615	-0.127888	-0.253809
2111	10351	-0.006638	0.02768	0.035865
2112	10356	0.045833	-0.132156	0.195385
2113	10361	0.017002	-0.007554	-0.098765
2114	10366	0.024068	-0.026585	-0.088738
2115	10371	0.035866	-0.043137	0.145291
2116	10375	0.02377	-0.023854	0.144568
2117	10380	-0.000184	0.016785	-0.099274
2118	10385	0.068941	-0.176367	0.027548
2119	10390	-0.079183	0.084319	0.070315
2120	10395	-0.064488	0.067214	-0.096884
2121	10400	-0.073701	-0.023696	-0.165524
2122	10405	-0.011362	0.190943	0.045053
2123	10410	0.048283	-0.017377	0.192609
2124	10415	-0.042532	0.027997	-0.006186
2125	10420	0.038721	0.035009	-0.146785
2126	10425	0.09335	0.018149	0.054166
2127	10429	0.107187	0.032361	0.182607
2128	10434	-0.014908	-0.029773	-0.070958
2129	10439	-0.050587	0.089553	-0.058689
2130	10444	-0.062253	0.036669	0.117987
2131	10449	-0.030957	0.034103	0.00299
2132	10454	-0.047488	0.033934	-0.180559
2133	10459	0.095762	0.019463	0.103983
2134	10464	0.083367	-0.090277	0.270314
2135	10469	-0.117267	-0.051691	-0.171988
2136	10474	-0.069012	-0.108639	-0.209269
2137	10478	-0.035299	-0.08903	0.051579
2138	10483	0.017315	-0.155327	0.139515
2139	10488	0.029147	-0.016308	-0.030413
2140	10493	-0.021053	0.064814	-0.118454
2141	10498	-0.07577	0.021588	0.087122
2142	10503	-0.008653	-0.021424	-0.049174
2143	10508	-0.034829	-0.009399	-0.151423
2144	10513	0.113125	-0.006969	0.06385
2145	10518	0.09111	-0.145181	0.197012
2146	10523	-0.088111	0.079596	-0.03279
2147	10527	-0.009015	0.036296	-0.187558
2148	10532	0.048236	0.031348	0.027894
2149	10537	0.086133	0.00974	0.146935
2150	10542	0.021348	0.085966	-0.032564
2151	10547	-0.021662	0.176113	-0.099141
2152	10552	0.011815	-0.04405	0.092036
2153	10557	-0.007312	0.075347	-0.056201
2154	10562	-0.026344	0.022534	-0.163183
2155	10567	0.116801	-0.094373	0.087903
2156	10572	-0.041096	-0.105821	0.199493
2157	10577	-0.03374	0.075856	-0.020787
2158	10581	-0.116997	0.039725	-0.175614
2159	10586	0.017064	-0.036747	0.018327
2160	10591	0.045582	-0.17481	0.22799
2161	10596	-0.026151	0.10732	-0.106843
2162	10601	0.028801	0.028128	-0.072943
2163	10606	0.004822	-0.19845	0.24205
2164	10611	-0.071476	0.107633	-0.007044
2165	10616	-0.199833	0.042741	-0.178626
2166	10621	0.103873	-0.028978	-0.053792
2167	10626	-0.051575	-0.114642	0.139544
2168	10630	0.065476	0.00749	-0.099506
2169	10635	-0.137452	0.002686	-0.051339
2170	10640	0.237451	-0.242835	0.249244
2171	10645	-0.133182	-0.050942	0.09784
2172	10650	0.098685	0.018435	-0.100482
2173	10655	-0.011449	-0.022177	0.038264
2174	10660	-0.039995	-0.055437	0.083361
2175	10665	0.000724	0.004428	-0.19593
2176	10670	-0.066019	-0.005128	-0.018571
2177	10675	-0.034704	0.071171	0.119768
2178	10679	0.139468	0.147091	-0.088199
2179	10684	-0.059061	-0.165887	0.291226
2180	10689	-0.125507	0.259212	-0.349017
2181	10694	0.189748	-0.39279	0.305814
2182	10699	-0.097224	0.338534	-0.129516
2183	10704	0.082027	-0.147013	0.016525
2184	10709	-0.073312	0.080157	-0.066981
2185	10714	-0.070564	0.151265	0.042996
2186	10719	0.251568	-0.178419	-0.040643
2187	10724	0.073933	-0.060737	0.112109
2188	10729	-0.064682	-0.127175	0.166373
2189	10733	0.00953	0.021239	-0.034675
2190	10738	-0.214572	0.080722	-0.132227
2191	10743	-0.022819	0.097006	-0.150638
2192	10748	0.020198	-0.187121	0.059865
2193	10753	0.096372	0.097454	-0.05246
2194	10758	0.072057	-0.088949	0.040759
2195	10763	0.090767	0.052124	0.066775
2196	10768	0.092699	-0.286601	-0.071802
2197	10773	-0.153269	0.139099	-0.100048
2198	10778	-0.14774	0.190845	0.067299
2199	10782	0.129488	-0.038926	0.028828
2200	10787	-0.028471	-0.176979	-0.07381
2201	10792	0.093232	0.162367	-0.147332
2202	10797	-0.178957	0.059066	-0.058408
2203	10802	0.057906	-0.217721	0.065827
2204	10807	0.090987	-0.087925	0.20613
2205	10812	-0.028643	0.115115	0.002502
2206	10817	0.009636	-0.035622	0.009641
2207	10822	0.000054	-0.145089	-0.133421
2208	10827	-0.157261	0.129742	-0.125607
2209	10832	-0.015849	0.141015	0.02995
2210	10836	0.086723	-0.014618	0.013115
2211	10841	-0.075791	-0.133724	-0.015553
2212	10846	0.050915	0.029024	0.072716
2213	10851	0.055429	0.133756	0.151012
2214	10856	0.081372	-0.379375	0.019166
2215	10861	-0.03106	0.058704	-0.011915
2216	10866	-0.021371	0.065563	-0.035692
2217	10871	-0.066552	0.122442	0.016923
2218	10876	-0.073372	-0.168962	-0.176229
2219	10881	0.07239	0.094071	0.043936
2220	10885	0.017208	0.107904	0.193882
2221	10890	0.026657	-0.223948	-0.054974
2222	10895	0.026524	-0.101272	0.016806
2223	10900	-0.057032	-0.050713	-0.128675
2224	10905	-0.102036	0.021046	-0.023157
2225	10910	-0.027638	-0.098237	-0.077864
2226	10915	-0.006049	0.023813	0.077455
2227	10920	-0.003635	0.176243	-0.065944
2228	10925	0.041671	0.025202	0.039261
2229	10930	0.041463	-0.036896	-0.080112
2230	10934	0.017422	0.039561	0.084751
2231	10939	0.088842	-0.032142	0.165371
2232	10944	-0.037929	-0.0439	0.035835
2233	10949	-0.075877	0.063578	-0.126425
2234	10954	-0.101719	0.044193	-0.02092
2235	10959	0.022732	-0.006081	0.045923
2236	10964	-0.027436	-0.058489	-0.056797
2237	10969	0.044208	-0.034363	-0.054132
2238	10974	0.120262	0.096904	0.129672
2239	10979	-0.042419	0.077354	-0.016371
2240	10984	-0.111331	-0.094648	-0.037742
2241	10988	-0.046421	0.039303	0.110227
2242	10993	0.042002	-0.020482	0.076308
2243	10998	0.101382	-0.165777	-0.071851
2244	11003	0.007919	-0.081528	-0.085795
2245	11008	-0.082696	0.090494	0.071946
2246	11013	-0.103737	-0.017216	0.040603
2247	11018	-0.074618	0.001938	-0.03349
2248	11023	0.023479	-0.069579	-0.016638
2249	11028	0.125856	0.071398	0.166979
2250	11033	0.048956	-0.126793	-0.01977
2251	11037	-0.08	-0.035587	-0.060193
2252	11042	-0.093904	0.043248	0.10219
2253	11047	-0.012395	0.102621	-0.029415
2254	11052	-0.071923	-0.019451	-0.115076
2255	11057	-0.040579	-0.036039	-0.069216
2256	11062	0.004911	0.071401	0.140882
2257	11067	0.028722	0.032908	-0.01475
2258	11072	0.057182	-0.081666	-0.055198
2259	11077	0.033062	-0.012137	0.014201
2260	11082	0.030514	0.166691	0.192898
2261	11087	0.004143	-0.065344	-0.170363
2262	11091	0.04941	-0.043567	-0.03842
2263	11096	0.037246	0.049609	0.161991
2264	11101	0.010842	-0.029295	0.022939
2265	11106	-0.14176	-0.026766	-0.15356
2266	11111	-0.133904	-0.005181	-0.102741
2267	11116	-0.159457	0.001996	0.10514
2268	11121	0.034405	-0.112425	-0.071766
2269	11126	0.146261	-0.161921	-0.049957
2270	11131	0.252793	0.00335	0.08377
2271	11136	0.01318	0.098676	0.142942
2272	11140	-0.036941	0.069583	0.065957
2273	11145	-0.074894	-0.066627	-0.163192
2274	11150	-0.181782	0.050499	-0.059888
2275	11155	-0.061699	0.209947	-0.05959
2276	11160	0.14121	-0.062824	0.019364
2277	11165	0.171494	-0.212675	0.128912
2278	11170	-0.008126	0.093478	0.051997
2279	11175	-0.08436	-0.064302	-0.150865
2280	11180	-0.145912	0.076648	-0.078608
2281	11185	0.000211	0.135856	0.102935
2282	11190	0.047881	-0.010217	0.030914
2283	11194	0.016656	0.016053	-0.071732
2284	11199	0.116683	0.027891	-0.021321
2285	11204	-0.11987	-0.008001	0.148018
2286	11209	-0.112123	-0.141441	-0.08154
2287	11214	-0.144935	-0.059696	-0.121655
2288	11219	0.041704	0.076464	0.012428
2289	11224	0.186894	-0.035944	0.102943
2290	11229	0.090621	-0.116806	0.040458
2291	11234	-0.05046	-0.09239	0.01642
2292	11239	-0.116948	0.022481	0.083078
2293	11243	-0.140202	0.003301	-0.105636
2294	11248	-0.08945	0.008051	-0.174234
2295	11253	0.077845	0.036614	-0.018435
2296	11258	0.153731	0.138925	0.098451
2297	11263	0.141049	-0.035766	0.159934
2298	11268	0.025936	0.002549	-0.079218
2299	11273	0.025807	0.000153	-0.028769
2300	11278	-0.143554	-0.026067	0.100086
2301	11283	-0.018895	-0.009253	-0.017206
2302	11288	-0.11176	0.026547	-0.107697
2303	11292	-0.018245	0.074086	-0.054723
2304	11297	-0.084894	-0.050228	-0.00678
2305	11302	0.008487	-0.007074	-0.037732
2306	11307	0.108555	-0.047559	0.098319
2307	11312	-0.006396	0.083773	-0.023731
2308	11317	-0.006364	0.116726	0.028826
2309	11322	0.077092	0.051789	0.03345
2310	11327	0.129147	-0.022359	0.090488
2311	11332	-0.031194	0.087396	-0.10303
2312	11337	-0.1383	-0.046518	-0.100134
2313	11341	-0.130461	-0.079656	0.036227
2314	11346	0.017969	-0.050657	0.140924
2315	11351	0.034565	0.044937	-0.176789
2316	11356	0.043927	-0.041095	-0.042431
2317	11361	0.143818	-0.048041	0.222357
2318	11366	0.016774	-0.112158	0.12114
2319	11371	-0.092954	-0.121134	-0.177406
2320	11376	-0.102025	0.091605	-0.238497
2321	11381	-0.049079	-0.047097	0.167896
2322	11386	-0.013082	0.036562	0.019279
2323	11391	0.048956	0.014928	-0.123829
2324	11395	0.105918	-0.113858	0.0198
2325	11400	0.010048	-0.072771	0.224689
2326	11405	0.029067	-0.029505	-0.055306
2327	11410	0.009854	-0.003139	-0.019278
2328	11415	0.050325	0.042164	0.009421
2329	11420	-0.104857	0.080091	-0.028763
2330	11425	-0.109102	-0.091924	-0.131112
2331	11430	-0.010833	-0.003275	0.022087
2332	11435	0.003522	-0.012793	0.029128
2333	11440	-0.084687	0.054011	-0.075893
2334	11445	0.011076	0.027523	-0.034996
2335	11449	0.084912	0.041687	0.050985
2336	11454	0.051119	0.04148	0.09602
2337	11459	-0.018258	0.029356	-0.149964
2338	11464	0.091476	-0.032763	0.000945
2339	11469	0.14346	0.050825	0.203544
2340	11474	-0.031254	0.012435	0.059518
2341	11479	-0.093071	-0.020997	-0.217271
2342	11484	-0.135512	0.124505	-0.104163
2343	11489	-0.032345	-0.059649	0.122793
2344	11493	0.04409	-0.056968	-0.032749
2345	11498	0.091542	-0.087671	-0.039737
2346	11503	0.119689	-0.046715	0.067721
2347	11508	-0.016769	0.025025	0.048317
2348	11513	-0.014302	0.084489	-0.09017
2349	11518	0.071577	-0.037493	0.022305
2350	11523	0.095057	-0.108813	0.14614
2351	11528	-0.146156	0.044276	0.00955
2352	11533	-0.042936	-0.005999	-0.271758
2353	11538	-0.061791	0.077456	0.025156
2354	11543	-0.006661	-0.199423	0.09177
2355	11547	-0.059066	0.044693	-0.037398
2356	11552	-0.025403	0.049237	-0.184993
2357	11557	0.129655	-0.032049	0.156776
2358	11562	0.059887	-0.070026	0.034436
2359	11567	-0.038137	0.0495	-0.123051
2360	11572	0.019258	0.003966	-0.005645
2361	11577	-0.028509	-0.007971	0.168384
2362	11582	-0.064121	0.108863	0.003079
2363	11587	0.048226	-0.032309	-0.216223
2364	11592	0.086123	0.089414	0.042276
2365	11596	0.057092	-0.063579	0.177928
2366	11601	0.013904	0.055915	0.026878
2367	11606	0.087725	0.000815	-0.142488
2368	11611	0.018165	-0.018257	0.156167
2369	11616	-0.039131	0.01997	-0.144938
2370	11621	-0.103292	0.050857	-0.060792
2371	11626	0.018783	-0.087642	0.118277
2372	11631	0.061594	-0.12296	0.070017
2373	11636	-0.069808	0.049268	-0.051892
2374	11641	-0.014639	-0.024867	-0.127909
2375	11645	0.01642	0.006243	0.072947
2376	11650	0.021105	-0.029541	0.148858
2377	11655	-0.064808	-0.003175	-0.061636
2378	11660	-0.002513	-0.119954	-0.190042
2379	11665	0.007034	-0.038316	0.206575
2380	11670	0.080889	-0.064345	-0.03996
2381	11675	-0.069677	0.012249	-0.116035
2382	11680	-0.081249	-0.061702	0.049008
2383	11685	-0.085612	-0.00419	0.089284
2384	11690	0.024458	0.024434	-0.035106
2385	11695	0.150665	-0.121085	-0.163644
2386	11699	0.002135	-0.084729	0.149418
2387	11704	-0.071766	0.02772	0.108154
2388	11709	-0.08571	0.063335	-0.080686
2389	11714	0.014826	0.02965	-0.147024
2390	11719	0.062423	0.041421	0.101598
2391	11724	0.016825	0.079352	0.012899
2392	11729	0.000056	0.050354	0.065273
2393	11734	0.052494	0.059638	0.022044
2394	11739	-0.000205	0.006903	0.093442
2395	11744	0.00933	0.071225	-0.019051
2396	11748	-0.090826	-0.007787	-0.052324
2397	11753	0.024037	-0.064954	0.112402
2398	11758	-0.057124	0.106986	0.05702
2399	11763	-0.068757	0.068316	-0.129181
2400	11768	0.098434	-0.02975	-0.03558
2401	11773	0.02167	-0.129711	0.098077
2402	11778	-0.061862	0.087838	0.066603
2403	11783	-0.049637	0.018278	-0.040989
2404	11788	0.076939	-0.143895	0.01642
2405	11793	-0.004485	0.037971	0.085463
2406	11797	0.038442	-0.019423	-0.038908
2407	11802	-0.028489	-0.040778	-0.002961
2408	11807	0.055077	-0.076329	0.070943
2409	11812	-0.085827	0.021777	0.027687
2410	11817	-0.049647	0.050271	-0.141684
2411	11822	0.055477	-0.076307	0.075925
2412	11827	0.057585	-0.052092	-0.067466
2413	11832	-0.023743	0.110249	0.104486
2414	11837	0.097937	-0.078601	0.132569
2415	11842	0.06408	-0.07821	0.000813
2416	11847	-0.038732	0.1367	-0.085
2417	11851	-0.03854	-0.014144	-0.101262
2418	11856	-0.050266	0.02883	0.066092
2419	11861	-0.009495	-0.080957	0.051462
2420	11866	-0.088105	0.11013	-0.015534
2421	11871	-0.068599	-0.062034	-0.122717
2422	11876	-0.046805	-0.042657	0.004222
2423	11881	0.024934	-0.009075	-0.136429
2424	11886	0.015276	0.167354	0.085921
2425	11891	0.101008	-0.033698	0.097412
2426	11896	0.040917	-0.035914	0.065941
2427	11900	0.021645	0.073909	-0.005894
2428	11905	-0.030901	0.011568	-0.034468
2429	11910	-0.02598	-0.043311	0.010991
2430	11915	-0.08544	-0.033561	-0.029584
2431	11920	-0.003974	0.04288	0.037303
2432	11925	0.053251	0.021214	-0.043924
2433	11930	-0.059041	-0.148124	0.023034
2434	11935	-0.039679	-0.016291	-0.039053
2435	11940	0.005806	0.062447	0.085087
2436	11945	0.043914	-0.128548	0.022691
2437	11949	-0.027811	-0.077854	-0.017942
