#Steps	Time [ms]	X [m/s²]	Y [m/s²]	Z [m/s²]
9661	47351	0.014088	-0.027402	0.020059
9662	47356	-0.021736	0.065693	0.096234
9663	47361	0.059414	-0.001374	-0.025807
9664	47365	0.082954	-0.044271	0.098267
9665	47370	-0.017569	0.003621	-0.050003
9666	47375	-0.103289	0.108479	-0.059289
9667	47380	-0.059872	-0.035074	0.074486
9668	47385	0.011933	0.003237	-0.047447
9669	47390	-0.026263	0.06281	-0.049595
9670	47395	-0.035667	0.060114	-0.039814
9671	47400	-0.00927	0.028829	0.022358
9672	47405	0.024146	-0.06189	0.084218
9673	47410	-0.004577	-0.032979	0.038511
9674	47414	0.03835	-0.051884	-0.006968
9675	47419	-0.002361	-0.054009	0.014518
9676	47424	-0.04287	-0.060891	-0.085664
9677	47429	-0.056958	0.180152	0.098297
9678	47434	-0.011387	-0.013813	0.05252
9679	47439	0.02919	-0.101936	-0.009713
9680	47444	0.009976	-0.091895	0.035623
9681	47449	-0.018676	0.092097	0.016376
9682	47454	-0.02335	-0.096663	-0.03376
9683	47459	-0.030385	-0.089031	-0.028825
9684	47463	0.029355	0.018672	0.03329
9685	47468	0.014908	-0.045777	-0.038382
9686	47473	-0.06144	-0.040782	-0.019123
9687	47478	-0.032532	-0.057264	-0.111987
9688	47483	0.024835	0.155158	0.098323
9689	47488	0.03663	-0.055368	0.090684
9690	47493	0.026913	-0.031257	-0.03848
9691	47498	-0.035193	0.01657	-0.033523
9692	47503	-0.037402	0.142816	0.040536
9693	47507	-0.041983	-0.012826	-0.03594
9694	47512	-0.020322	-0.062817	0.01906
9695	47517	-0.015454	0.082893	0.030884
9696	47522	0.05613	0.063412	-0.000257
9697	47527	-0.010889	-0.0823	-0.009789
9698	47532	-0.013218	-0.015151	-0.040728
9699	47537	-0.008385	0.08265	0.169229
9700	47542	0.013108	0.015499	-0.041367
9701	47547	-0.046546	-0.034633	-0.017324
9702	47552	0.027576	-0.020159	-0.019622
9703	47557	-0.044068	0.103886	0.030531
9704	47561	-0.005712	-0.156439	0.011311
9705	47566	-0.01045	-0.038866	-0.022116
9706	47571	-0.027083	-0.026755	0.054269
9707	47576	0.018339	0.030584	0.037313
9708	47581	-0.055643	-0.088746	-0.0892
9709	47586	-0.010078	0.073777	-0.045853
9710	47591	0.051945	0.07341	0.147445
9711	47596	0.082672	-0.055667	-0.005837
9712	47601	-0.024999	-0.098294	-0.048713
9713	47605	-0.036792	-0.109723	-0.055621
9714	47610	-0.036609	0.105343	0.023313
9715	47615	-0.036427	-0.035811	0.011279
9716	47620	-0.01241	-0.023715	-0.022147
9717	47625	0.001953	0.095581	-0.043489
9718	47630	0.04008	0.092722	0.137878
9719	47635	0.087552	-0.084123	-0.055876
9720	47640	0.041828	-0.031266	0.011143
9721	47645	-0.037037	0.035629	0.09928
9722	47650	-0.00825	-0.050356	-0.065679
9723	47654	-0.036812	0.038086	-0.03675
9724	47659	-0.005642	0.056965	-0.022265
9725	47664	0.018221	0.118654	0.0279
9726	47669	0.01098	-0.089306	0.027761
9727	47674	-0.020061	-0.079327	-0.020049
9728	47679	-0.00566	0.121286	-0.015182
9729	47684	0.011053	-0.005646	0.094538
9730	47689	0.039601	-0.110494	-0.058481
9731	47694	0.020336	0.087891	0.053837
9732	47699	-0.005985	-0.000738	0.108391
9733	47703	-0.008339	-0.046022	-0.058997
9734	47708	-0.07742	-0.074396	-0.039636
9735	47713	0.006389	-0.040656	0.003464
9736	47718	-0.017478	0.100177	0.020133
9737	47723	-0.01024	-0.107692	-0.018105
9738	47728	0.006496	-0.08332	-0.053768
9739	47733	0.046984	0.052957	0.008471
9740	47738	-0.034291	0.002639	0.041799
9741	47743	0.004017	-0.092717	-0.101424
9742	47748	0.011147	0.084128	0.101684
9743	47752	0.034927	0.067025	-0.022767
9744	47757	-0.027219	-0.057254	-0.067942
9745	47762	0.027738	-0.085572	0.015821
9746	47767	0.018066	0.074553	0.05388
9747	47772	-0.020161	-0.016394	-0.036963
9748	47777	-0.051047	0.000373	-0.012944
9749	47782	0.008796	-0.042533	-0.015263
9750	47787	0.063574	0.172199	0.011032
9751	47792	-0.008249	-0.036028	-0.036694
9752	47796	-0.001057	-0.023931	-0.06988
9753	47801	0.003715	0.071531	0.142605
9754	47806	0.063286	-0.01225	0.015567
9755	47811	-0.027604	-0.05986	-0.060785
9756	47816	0.008286	-0.066713	-0.029496
9757	47821	-0.006056	0.040879	0.039775
9758	47826	0.001125	-0.037981	0.058644
9759	47831	-0.032251	-0.028258	-0.060825
9760	47836	0.017964	-0.068638	-0.008083
9761	47841	-0.008344	0.124772	0.084916
9762	47845	-0.017837	-0.149959	-0.232519
9763	47850	0.039457	0.01287	0.049897
9764	47855	0.089316	0.003271	0.042499
9765	47860	0.003063	-0.080169	0.07804
9766	47865	0.053103	-0.034483	-0.041526
9767	47870	-0.249874	0.039579	0.061174
9768	47875	0.137506	-0.108399	-0.163185
9769	47880	0.022411	0.013702	0.028311
9770	47885	0.041368	0.221004	0.087759
9771	47890	-0.125687	-0.273493	-0.055692
9772	47894	0.118062	0.235566	-0.069715
9773	47899	-0.023156	-0.135058	-0.040766
9774	47904	0.074686	-0.058112	0.157273
9775	47909	0.143437	0.235355	0.058764
9776	47914	-0.164756	-0.05661	0.03702
9777	47919	-0.183004	0.182028	-0.430343
9778	47924	0.096783	-0.29559	0.167689
9779	47929	0.124904	0.12062	0.178773
9780	47934	-0.087855	-0.061131	-0.015185
9781	47939	-0.070732	0.055968	-0.050863
9782	47943	0.015428	0.177251	-0.022007
9783	47948	0.053488	0.033356	0.009089
9784	47953	0.019852	-0.116975	0.030496
9785	47958	0.065041	-0.16168	0.240097
9786	47963	-0.123584	0.072713	-0.125783
9787	47968	-0.19686	0.055666	-0.151377
9788	47973	0.140202	-0.202035	-0.064814
9789	47978	-0.022578	0.061162	0.216767
9790	47983	-0.029616	-0.120293	-0.005982
9791	47988	-0.027085	0.016168	-0.094144
9792	47992	-0.026951	-0.007748	-0.103209
9793	47997	0.075677	0.128154	0.169029
9794	48002	0.156341	-0.008347	-0.024879
9795	48007	0.003015	-0.19184	0.056284
9796	48012	-0.008917	0.042704	0.108442
9797	48017	-0.063695	0.20219	-0.03511
9798	48022	-0.08483	0.034335	-0.075456
9799	48027	-0.015285	0.077068	-0.165656
9800	48032	-0.02951	0.057616	0.116429
9801	48037	0.034993	0.007275	-0.010478
9802	48041	-0.074825	-0.080953	-0.0724
9803	48046	0.080479	0.029093	-0.021985
9804	48051	-0.015264	0.026565	0.171193
9805	48056	-0.039024	0.126542	-0.106153
9806	48061	0.004074	-0.126745	-0.048418
9807	48066	0.058876	0.050269	0.03763
9808	48071	-0.012924	0.126293	0.085114
9809	48076	-0.112969	-0.115075	-0.187036
9810	48081	-0.0409	-0.040612	-0.033557
9811	48085	0.040345	0.004878	0.085789
9812	48090	0.023459	-0.069037	0.03769
9813	48095	0.047178	0.019498	-0.081676
9814	48100	0.037409	-0.10216	0.078429
9815	48105	-0.053353	-0.037296	-0.024453
9816	48110	-0.000649	-0.049028	-0.079154
9817	48115	0.011272	-0.055935	0.059485
9818	48120	0.006449	0.070672	-0.083822
9819	48125	-0.103227	0.058403	0.052457
9820	48130	0.00693	-0.204079	-0.126571
9821	48134	0.033115	0.071045	0.007539
9822	48139	0.104457	-0.122377	0.102844
9823	48144	-0.086747	0.016479	0.002223
9824	48149	-0.02911	0.140342	-0.128883
9825	48154	0.047309	0.108658	0.110113
9826	48159	0.104279	-0.044431	-0.01438
9827	48164	0.072774	0.024913	0.052431
9828	48169	-0.044383	-0.00858	0.033101
9829	48174	-0.046546	-0.039524	0.004333
9830	48179	-0.079684	0.165659	-0.021907
9831	48183	-0.012548	0.01467	-0.036099
9832	48188	0.099542	0.102789	0.023668
9833	48193	0.001321	-0.059804	0.097441
9834	48198	-0.00822	-0.011836	-0.000771
9835	48203	0.029958	0.0931	-0.103258
9836	48208	-0.027397	-0.000322	0.018816
9837	48213	0.08715	-0.009855	-0.105224
9838	48218	0.062881	0.040249	0.074068
9839	48223	0.005363	-0.045759	-0.007341
9840	48228	-0.016116	-0.062217	0.066585
9841	48232	-0.063707	0.057271	-0.153034
9842	48237	-0.058623	-0.045507	-0.045013
9843	48242	0.044162	0.047678	0.057704
9844	48247	-0.015647	-0.095573	0.062184
9845	48252	0.01065	0.045533	-0.040619
9846	48257	0.029666	0.050073	0.043008
9847	48262	0.012833	-0.062203	0.059478
9848	48267	0.074742	-0.028524	-0.069529
9849	48272	-0.035274	0.097947	0.069063
9850	48277	0.029258	-0.07654	0.021049
9851	48281	-0.035244	0.019183	-0.012426
9852	48286	-0.04937	0.011937	-0.119624
9853	48291	0.02715	-0.009575	0.064505
9854	48296	0.115206	-0.016678	0.061801
9855	48301	-0.014079	0.014391	0.004287
9856	48306	-0.066447	0.038155	-0.067242
9857	48311	-0.02798	0.071335	-0.040689
9858	48316	0.048433	-0.136389	0.05724
9859	48321	0.057727	0.050207	-0.047922
9860	48326	-0.006917	-0.007248	0.116782
9861	48330	0.000268	-0.100171	0.006557
9862	48335	-0.092692	0.009971	-0.048297
9863	48340	-0.011189	0.040908	-0.152933
9864	48345	0.06514	0.007334	0.052814
9865	48350	0.098186	-0.011771	0.100224
9866	48355	-0.004796	-0.057	-0.009919
9867	48360	-0.02384	-0.051949	-0.107596
9868	48365	-0.007037	0.060337	-0.018869
9869	48370	0.040669	-0.030539	-0.006858
9870	48375	0.030933	0.031586	-0.097399
9871	48379	-0.050262	-0.040078	0.055634
9872	48384	0.076317	-0.025577	0.019603
9873	48389	0.044951	0.093728	0.050491
9874	48394	-0.002944	-0.013999	-0.045102
9875	48399	0.004221	0.002756	0.002794
9876	48404	0.008967	0.002742	0.076671
9877	48409	-0.026831	0.033715	0.026235
9878	48414	-0.024314	0.057383	-0.166965
9879	48419	0.035396	0.042796	0.003099
9880	48423	0.090042	0.04735	0.122262
9881	48428	0.018087	0.025663	-0.190594
9882	48433	-0.141701	-0.06504	0.117834
9883	48438	0.037771	-0.002744	0.081494
9884	48443	-0.107814	-0.005114	-0.004721
9885	48448	-0.057223	0.049733	-0.190616
9886	48453	0.162349	0.032801	0.058223
9887	48458	0.109103	0.011186	0.231934
9888	48463	-0.020152	-0.05561	0.006724
9889	48468	-0.024819	0.016174	-0.079117
9890	48472	0.001524	0.02086	0.035688
9891	48477	-0.060456	-0.155627	0.052195
9892	48482	0.051872	0.069202	-0.131599
9893	48487	-0.041345	-0.014567	0.138398
9894	48492	-0.04829	-0.131289	-0.031523
9895	48497	0.01869	0.031446	-0.06712
9896	48502	-0.005239	-0.049751	-0.104923
9897	48507	0.073445	-0.101942	0.074367
9898	48512	0.192257	-0.122887	0.152655
9899	48517	0.000616	0.025505	-0.007804
9900	48521	-0.132866	-0.019909	-0.095957
9901	48526	-0.048781	0.027861	-0.033507
9902	48531	0.011051	-0.115291	0.004795
9903	48536	-0.01999	0.180844	-0.042899
9904	48541	0.044465	-0.089398	0.000216
9905	48546	0.203943	0.073129	-0.083208
9906	48551	-0.054497	0.082299	0.10789
9907	48556	-0.068527	0.146246	0.002477
9908	48561	0.081978	-0.002262	0.021533
9909	48566	-0.039991	-0.097594	0.00474
9910	48570	-0.170888	0.079275	-0.042954
9911	48575	0.042099	0.019292	-0.128549
9912	48580	0.037123	-0.097598	-0.001581
9913	48585	-0.036952	-0.163853	-0.061163
9914	48590	0.04904	0.046716	0.096457
9915	48595	0.039261	-0.160886	0.062607
9916	48600	0.012847	-0.117182	-0.016362
9917	48605	0.041386	-0.059393	-0.063951
9918	48610	-0.023176	-0.132988	0.153271
9919	48614	-0.085034	-0.015532	-0.002423
9920	48619	-0.094145	0.375449	-0.166877
9921	48624	0.182817	-0.227076	0.181953
9922	48629	0.222428	0.064848	-0.021555
9923	48634	0.087842	-0.054652	0.183538
9924	48639	0.051651	0.100551	-0.062881
9925	48644	-0.051099	0.319338	-0.091171
9926	48649	-0.143804	0.01027	-0.054965
9927	48654	-0.119253	-0.19	0.004897
9928	48659	-0.044769	-0.158069	-0.021346
9929	48664	-0.039779	0.174033	-0.126117
9930	48668	0.017624	-0.220121	-0.049215
9931	48673	-0.008683	-0.045025	0.09166
9932	48678	0.09147	0.031472	0.022081
9933	48683	-0.009094	0.42937	-0.011399
9934	48688	0.100595	-0.097149	-0.054246
9935	48693	0.12393	-0.137186	0.00323
9936	48698	-0.029235	-0.005408	0.131926
9937	48703	-0.060076	-0.281874	-0.064181
9938	48708	0.006963	-0.030198	-0.140137
9939	48712	-0.009757	0.148719	-0.03218
9940	48717	-0.007324	0.059788	0.156282
9941	48722	0.107123	-0.069222	-0.00181
9942	48727	-0.03404	-0.040275	-0.030403
9943	48732	-0.131597	0.031432	0.029337
9944	48737	0.019222	0.04081	0.098314
9945	48742	0.085866	-0.243037	-0.161983
9946	48747	0.087823	0.075186	-0.113506
9947	48752	-0.210559	0.01284	0.177854
9948	48757	-0.259566	0.165324	-0.094757
9949	48761	-0.198686	0.100145	-0.196778
9950	48766	0.109782	-0.029066	-0.086155
9951	48771	0.218879	-0.000318	0.193151
9952	48776	0.291681	-0.059906	0.130218
9953	48781	0.039956	0.262173	0.046145
9954	48786	0.058825	0.217965	-0.025592
9955	48791	0.044231	-0.288435	0.122317
9956	48796	-0.060865	-0.060561	-0.016538
9957	48801	0.046698	-0.079329	-0.061744
9958	48805	-0.199041	-0.03603	0.000535
9959	48810	-0.379202	-0.121659	-0.085276
9960	48815	0.149452	-0.080533	0.012876
9961	48820	0.084352	0.103402	0.029496
9962	48825	0.248398	0.02423	-0.025473
9963	48830	0.19234	-0.14989	0.310737
9964	48835	0.100808	-0.153912	-0.003056
9965	48840	0.009731	-0.210352	0.063699
9966	48845	-0.214372	0.081489	-0.21311
9967	48850	-0.201387	0.357577	-0.13816
9968	48855	0.066573	0.327195	-0.077883
9969	48860	0.173502	0.099129	0.048834
9970	48865	0.124968	-0.20646	0.182071
9971	48869	0.021853	-0.222118	-0.040506
9972	48874	-0.221379	-0.073232	-0.099895
9973	48879	-0.146387	-0.015662	-0.218575
9974	48884	-0.012179	0.129813	0.080457
9975	48889	0.066539	0.002839	-0.055806
9976	48894	0.12818	0.157756	0.354444
9977	48899	-0.168019	-0.150508	-0.567373
9978	48904	-0.002717	0.286432	0.026571
9979	48909	-0.00032	-0.103513	0.317234
9980	48914	0.121243	0.171111	-0.120536
9981	48919	0.001462	-0.018041	0.075516
9982	48923	-0.043833	-0.00365	-0.213271
9983	48928	0.173289	0.201354	0.450418
9984	48933	0.170043	-0.369319	-0.138178
9985	48938	0.081005	-0.236385	-0.147024
9986	48943	0.071068	-0.02784	0.134968
9987	48948	-0.25345	0.177285	0.093775
9988	48953	-0.204518	0.031006	-0.090225
9989	48958	0.01102	-0.002518	-0.094544
9990	48963	0.158746	-0.004889	-0.01065
9991	48968	0.048313	-0.202701	-0.110705
9992	48972	0.002785	-0.101583	0.137736
9993	48977	-0.035366	-0.077242	0.017873
9994	48982	-0.047108	0.216321	-0.08471
9995	48987	0.086606	-0.020728	0.003904
9996	48992	0.071874	-0.075447	0.044405
9997	48997	-0.095333	-0.122743	0.075171
9998	49002	-0.168749	0.016115	-0.070601
9999	49007	-0.098786	-0.053089	-0.017812
10000	49012	0.120993	-0.067126	-0.124983
10001	49017	0.070336	-0.07871	0.054405
10002	49021	0.122424	0.14812	0.082738
10003	49026	-0.025966	0.01152	0.182436
10004	49031	-0.06874	0.037682	-0.128334
10005	49036	-0.006426	0.0947	-0.115778
10006	49041	0.026976	0.010804	-0.027011
10007	49046	-0.023213	0.046504	0.078
10008	49051	0.053176	0.196437	0.246845
10009	49056	-0.116321	0.147788	-0.352656
10010	49061	0.029655	-0.077002	-0.117313
10011	49066	0.003288	-0.074235	0.40527
10012	49070	0.127217	-0.054797	0.064787
10013	49075	-0.176128	-0.068826	-0.152439
10014	49080	-0.091827	-0.049415	-0.292311
10015	49085	-0.024631	0.112913	0.278813
10016	49090	0.016012	-0.049731	-0.20882
10017	49095	0.037385	0.112598	-0.086219
10018	49100	0.072952	0.064367	0.159717
10019	49105	0.065439	-0.157624	0.101718
10020	49110	0.115168	-0.028128	0.156034
10021	49115	-0.145213	-0.042289	-0.395346
10022	49119	0.034276	0.136688	0.040429
10023	49124	-0.006415	-0.030841	0.359626
10024	49129	0.067507	-0.037838	-0.197533
10025	49134	0.01235	-0.161595	-0.051153
10026	49139	0.017055	0.041811	-0.081883
10027	49144	-0.05692	0.022535	0.214085
10028	49149	-0.02565	-0.103906	-0.118296
10029	49154	0.007847	-0.084321	-0.101022
10030	49159	0.086466	0.011441	0.123535
10031	49164	0.02883	-0.0053	-0.04393
10032	49168	0.116878	-0.060096	0.07785
10033	49173	-0.031484	-0.026427	-0.022647
10034	49178	-0.007492	0.090499	0.056123
10035	49183	-0.195756	0.073364	-0.156294
10036	49188	-0.004097	-0.070015	-0.026804
10037	49193	0.084115	0.147237	0.059136
10038	49198	-0.037865	-0.029879	0.023089
10039	49203	0.105337	-0.048799	0.034891
10040	49208	-0.028666	0.027718	0.063321
10041	49212	-0.133401	-0.036776	-0.182501
10042	49217	-0.056463	0.282804	0.009091
10043	49222	-0.053798	0.09548	0.056718
10044	49227	0.096634	-0.093297	0.044518
10045	49232	0.046098	0.066866	-0.070116
10046	49237	0.050636	-0.014508	-0.107904
10047	49242	0.043233	0.035619	0.142907
10048	49247	-0.004653	-0.05275	0.003949
10049	49252	-0.066603	0.076225	-0.093797
10050	49257	-0.035285	-0.071935	-0.009906
10051	49261	0.022096	-0.011988	0.064034
10052	49266	-0.028069	-0.140641	-0.010176
10053	49271	-0.016011	-0.030297	-0.143604
10054	49276	-0.004014	-0.104037	0.133603
10055	49281	0.034143	-0.105903	0.128172
10056	49286	-0.030383	0.063857	-0.127507
10057	49291	-0.01593	-0.072324	-0.110188
10058	49296	0.012752	-0.067197	0.128716
10059	49301	0.086579	0.059466	0.139993
10060	49306	-0.006811	-0.043323	-0.091908
10061	49310	0.002757	0.014098	-0.039013
10062	49315	-0.092599	0.128439	0.097046
10063	49320	-0.030166	-0.12009	-0.194232
10064	49325	0.029573	0.099795	0.104679
10065	49330	0.112851	-0.029414	0.087474
10066	49335	-0.056943	-0.003049	0.020298
10067	49340	-0.109098	0.190035	-0.208625
10068	49345	-0.025131	0.043692	0.030769
10069	49350	0.079871	0.02679	0.202233
10070	49355	-0.001568	0.02904	-0.120554
10071	49359	0.050878	0.081334	-0.019845
10072	49364	0.038708	0.064245	0.056528
10073	49369	0.012296	0.016254	-0.005726
10074	49374	0.078974	0.028091	0.015754
10075	49379	-0.100186	0.023184	-0.155941
10076	49384	-0.02103	-0.038904	-0.05744
10077	49389	-0.051911	-0.103067	0.104929
10078	49394	0.153333	-0.057266	-0.005237
10079	49399	-0.085786	-0.235748	-0.050499
10080	49404	-0.001934	-0.005754	-0.03833
10081	49408	-0.056747	0.058631	0.169231
10082	49413	-0.030245	-0.129962	-0.015144
10083	49418	-0.027711	-0.064959	-0.146165
10084	49423	-0.027573	0.014021	-0.002425
10085	49428	0.010701	-0.005117	0.064326
10086	49433	0.134593	-0.071831	0.099759
10087	49438	0.043348	-0.06909	-0.065203
10088	49443	-0.087964	0.012295	-0.024358
10089	49448	-0.128047	0.188617	-0.13388
10090	49453	-0.032067	0.063733	0.026484
10091	49457	0.068202	-0.039077	0.054955
10092	49462	0.008274	-0.048417	-0.052579
10093	49467	0.05352	0.075769	0.062093
10094	49472	0.000816	0.12068	-0.004955
10095	49477	0.069935	0.012819	0.047508
10096	49482	-0.063893	0.043742	-0.026619
10097	49487	-0.034972	0.162702	0.114143
10098	49492	-0.001428	0.021263	-0.005603
10099	49497	0.034332	-0.12424	0.008726
10100	49501	0.067531	0.126652	-0.086658
10101	49506	-0.075818	-0.174307	0.059169
10102	49511	0.055655	0.045848	0.054107
10103	49516	-0.070951	0.01225	-0.039122
10104	49521	-0.075365	-0.083153	-0.079448
10105	49526	0.041805	-0.023151	0.013906
10106	49531	0.079734	-0.09931	0.00907
10107	49536	-0.001704	0.015595	-0.04818
10108	49541	-0.025531	-0.101277	0.033102
10109	49546	0.069938	-0.024499	0.037704
10110	49550	-0.142547	-0.050596	-0.041142
10111	49555	0.027395	0.16656	-0.141047
10112	49560	0.124985	-0.153666	0.145682
10113	49565	0.005185	-0.019422	0.078218
10114	49570	-0.035361	0.035496	-0.162912
10115	49575	-0.070939	0.040087	-0.011937
10116	49580	-0.001463	0.092326	0.159739
10117	49585	0.072435	-0.055914	-0.01744
10118	49590	0.019636	0.177953	-0.053106
10119	49595	-0.004297	-0.032686	0.013898
10120	49599	0.031478	-0.003921	0.102022
10121	49604	-0.047336	0.153414	0.010938
10122	49609	0.050625	0.031089	-0.091609
10123	49614	-0.028284	-0.01912	0.059011
10124	49619	-0.001924	0.03818	0.032498
10125	49624	-0.020983	0.066593	0.039487
10126	49629	0.012491	-0.157793	-0.003613
10127	49634	0.057717	0.071814	0.029774
10128	49639	-0.045064	-0.002434	-0.080019
10129	49644	-0.01862	0.092921	0.010954
10130	49648	-0.00661	-0.072007	0.044269
10131	49653	0.03156	-0.062115	0.046432
10132	49658	-0.018652	-0.026052	-0.030072
10133	49663	-0.011408	-0.049758	-0.032307
10134	49668	0.000566	-0.154388	0.096567
10135	49673	-0.051875	0.075202	0.00551
10136	49678	-0.04685	0.005705	-0.051723
10137	49683	-0.070452	-0.046762	-0.020478
10138	49688	0.039542	0.082183	0.063048
10139	49693	0.039345	-0.108911	-0.104115
10140	49697	0.089204	0.053713	0.056102
10141	49702	0.002952	-0.087184	0.008151
10142	49707	0.002938	0.034812	0.058166
10143	49712	-0.030447	-0.015416	-0.044618
10144	49717	-0.035062	0.144359	-0.123053
10145	49722	0.034235	-0.025592	0.042027
10146	49727	-0.01599	0.000754	0.029899
10147	49732	0.007925	0.055572	-0.036989
10148	49737	0.026954	-0.047197	0.029934
10149	49742	0.017286	0.146106	0.065537
10150	49746	-0.006635	-0.092977	-0.16361
10151	49751	0.007699	0.133924	0.044574
10152	49756	-0.030476	0.02123	0.087256
10153	49761	-0.039859	-0.057533	0.020082
10154	49766	-0.018209	0.011877	-0.027689
10155	49771	0.00095	0.104776	0.015351
10156	49776	-0.001438	-0.057827	0.029577
10157	49781	-0.044335	-0.067074	-0.065913
10158	49786	0.044078	0.019068	-0.017914
10159	49791	0.015255	-0.12404	0.110888
10160	49795	0.024714	-0.028081	-0.089883
10161	49800	0.046043	-0.027941	-0.0656
10162	49805	-0.023309	0.06754	0.03722
10163	49810	0.000642	-0.068659	-0.003487
10164	49815	-0.013662	0.019875	-0.067824
10165	49820	0.003091	0.055529	-0.003132
10166	49825	-0.006459	0.055253	0.004035
10167	49830	0.038861	-0.223898	-0.00552
10168	49835	0.043434	0.032256	0.063631
10169	49839	0.019383	0.079767	-0.008192
10170	49844	-0.002166	-0.049342	0.06097
10171	49849	0.009763	0.067698	-0.170538
10172	49854	-0.047491	0.05306	0.137791
10173	49859	0.033786	0.121919	0.04653
10174	49864	-0.109396	-0.11466	-0.03236
10175	49869	-0.001591	-0.023514	-0.096556
10176	49874	-0.025419	0.148219	0.056473
10177	49879	0.048598	-0.043203	0.084794
10178	49884	-0.006466	-0.028687	-0.001435
10179	49888	0.076991	0.162141	0.005722
10180	49893	0.033704	0.104129	0.096271
10181	49898	0.009701	-0.037019	0.024283
10182	49903	-0.057087	-0.013	-0.180823
10183	49908	-0.078255	0.022818	0.087035
10184	49913	-0.018277	-0.008281	0.000793
10185	49918	-0.106378	-0.067829	-0.09217
10186	49923	-0.010506	-0.003136	-0.07741
10187	49928	0.020533	0.051702	0.11366
10188	49933	0.151526	-0.079651	0.077341
10189	49937	-0.013693	-0.031584	-0.056523
10190	49942	0.067416	0.044847	0.046251
10191	49947	-0.066399	0.006487	0.062706
10192	49952	0.014972	-0.026915	-0.013881
10193	49957	0.012514	-0.060151	-0.149675
10194	49962	0.002918	0.042642	0.108495
10195	49967	-0.044768	0.092484	0.09127
10196	49972	-0.118435	-0.112962	-0.128471
10197	49977	0.05377	-0.024208	-0.103998
10198	49982	-0.015621	-0.021704	0.022849
10199	49986	0.039279	0.016541	0.087091
10200	49991	0.015248	-0.052665	-0.07304
10201	49996	0.108131	0.102529	0.094172
10202	50001	0.007483	0.040046	0.072251
10203	50006	0.031282	0.097052	-0.037751
10204	50011	0.021592	0.00361	-0.163893
10205	50016	-0.040488	0.075099	0.08243
10206	50021	-0.016451	0.103328	-0.001406
10207	50026	-0.16415	-0.042583	-0.106276
10208	50031	0.084557	0.031519	-0.04139
10209	50035	-0.018357	0.014677	0.056541
10210	50040	0.134282	0.002687	0.020506
10211	50045	-0.064221	-0.09982	0.041858
10212	50050	0.019523	0.06991	0.067867
10213	50055	-0.059232	0.064795	0.012708
10214	50060	0.084077	-0.018952	-0.039794
10215	50065	0.109878	-0.104666	-0.113486
10216	50070	0.021139	0.077005	0.180257
10217	50075	-0.040939	0.081389	0.029196
10218	50080	-0.224269	-0.185975	-0.10443
10219	50084	0.024737	-0.022967	-0.101525
10220	50089	0.019847	-0.006168	0.027692
10221	50094	0.110323	-0.006137	0.063308
10222	50099	0.02635	-0.1086	0.017705
10223	50104	0.042904	0.027803	0.048603
10224	50109	-0.090789	-0.015239	0.024525
10225	50114	0.019306	0.015823	-0.07094
10226	50119	0.057347	0.013361	-0.139709
10227	50124	-0.0645	0.087185	0.194684
10228	50128	0.040698	0.027162	0.01018
10229	50133	-0.166874	0.050862	-0.087596
10230	50138	0.027024	0.105431	-0.115763
10231	50143	0.062643	-0.007121	0.049278
10232	50148	0.083784	0.002449	0.013279
10233	50153	-0.002441	0.057259	0.034664
10234	50158	-0.000046	0.118946	0.098848
10235	50163	-0.090621	0.018245	0.024466
10236	50168	0.002789	0.006236	-0.101984
10237	50173	0.112419	0.04911	-0.1563
10238	50177	-0.08836	0.039331	0.132889
10239	50182	0.000272	0.079656	0.003516
10240	50187	-0.157045	0.024438	-0.079926
10241	50192	0.115463	-0.009054	-0.09383
10242	50197	0.036231	-0.178242	0.140225
10243	50202	0.148078	-0.158286	0.051336
10244	50207	-0.009974	-0.057389	0.032013
10245	50212	-0.071897	-0.018967	-0.025352
10246	50217	-0.107293	-0.03079	0.041514
10247	50222	-0.032868	-0.054473	-0.144611
10248	50226	0.09124	-0.044667	-0.167727
10249	50231	0.045499	-0.096884	0.185874
10250	50236	0.030971	-0.012977	0.082457
10251	50241	-0.138416	0.084814	-0.113407
10252	50246	-0.013782	0.046255	-0.062787
10253	50251	0.136451	-0.066003	0.066236
10254	50256	0.083334	0.12501	0.051605
10255	50261	0.044782	0.164909	0.01798
10256	50266	-0.100838	0.090198	0.01789
10257	50271	-0.019295	0.003941	-0.072774
10258	50275	0.090445	0.018223	-0.172521
10259	50280	0.011337	0.010982	-0.076321
10260	50285	0.056568	-0.084415	0.293511
10261	50290	-0.08196	0.116224	0.027475
10262	50295	-0.114922	0.09181	-0.206249
10263	50300	0.023897	0.007929	-0.109881
10264	50305	0.026161	0.046026	0.064665
10265	50310	0.054634	-0.020943	0.052424
10266	50315	-0.071967	-0.111414	-0.016959
10267	50320	0.004665	0.020236	-0.083615
10268	50324	-0.028728	0.074958	0.148006
10269	50329	0.000018	-0.063662	-0.081551
10270	50334	0.097744	0.072518	-0.155036
10271	50339	0.099641	-0.008884	0.253325
10272	50344	-0.055786	0.014996	0.113817
10273	50349	-0.150851	-0.061353	-0.20853
10274	50354	-0.033306	-0.068198	-0.181273
10275	50359	-0.073661	0.013182	0.100889
10276	50364	0.131692	-0.082226	0.078936
10277	50369	0.057146	0.037361	-0.031101
10278	50373	0.066396	0.070545	0.116835
10279	50378	-0.091249	0.036824	0.101954
10280	50383	-0.024055	-0.056318	-0.318061
